"Trap","Year","Start.date","Start.month","End.date","End.month","Empty","o/u","FHL","Family","Genus","Art","Species","Number","Stratum","TreeSp"
"30",2017,29,3,12,4,"1","u","70-.007-.002-.","Oedemeridae","Ischnomera","caerulea","Ischnomera caerulea",1,"Upper","Ulmus"
"30",2017,26,4,10,5,"3","u","30-.005-.009-.","Dasytidae","Dasytes","aeratus","Dasytes aeratus",2,"Upper","Ulmus"
"30",2017,10,5,23,5,"4","o","27-.002-.025-.","Cantharidae","Cantharis","decipiens","Cantharis decipiens",1,"Upper","Ulmus"
"30",2017,29,3,12,4,"1","u","91-.011-.003-.","Curculionidae","Hylesinus","varius","Hylesinus varius",4,"Upper","Ulmus"
"30",2017,29,3,12,4,"1","u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",3,"Upper","Ulmus"
"30",2017,10,5,23,5,"4","o","62-.028-.002-.","Coccinellidae","Harmonia","axyridis","Harmonia axyridis",2,"Upper","Ulmus"
"30",2017,10,5,23,5,"4","o","27-.002-.008-.","Cantharidae","Cantharis","pellucida","Cantharis pellucida",1,"Upper","Ulmus"
"30",2017,7,6,21,6,"6","u","23-.114-.007-.","Staphylinidae","Tachyporus","hypnorum","Tachyporus hypnorum",1,"Upper","Ulmus"
"30",2017,10,5,23,5,"4","u","55-.014-.046-.","Cryptophagidae","Atomaria","linearis","Atomaria linearis",3,"Upper","Ulmus"
"30",2017,7,6,21,6,"6","u","93-.078-.005-.","Curculionidae","Rhyncolus","punctatulus","Rhyncolus punctatulus",1,"Upper","Ulmus"
"30",2017,26,4,10,5,"3","o","62-.028-.002-.","Coccinellidae","Harmonia","axyridis","Harmonia axyridis",4,"Upper","Ulmus"
"30",2017,26,4,10,5,"3","u","50-.008d.010-.","Nitidulidae","Brassicogethes","aeneus","Brassicogethes aeneus",1,"Upper","Ulmus"
"30",2017,23,5,7,6,"5","o","27-.002-.008-.","Cantharidae","Cantharis","pellucida","Cantharis pellucida",1,"Upper","Ulmus"
"30",2017,23,5,7,6,"5","o","27-.002-.007-.","Cantharidae","Cantharis","rustica","Cantharis rustica",1,"Upper","Ulmus"
"30",2017,23,5,7,6,"5","o","27-.002-.026-.","Cantharidae","Cantharis","livida","Cantharis livida",1,"Upper","Ulmus"
"30",2017,21,6,5,7,"7","u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",2,"Upper","Ulmus"
"30",2017,21,6,5,7,"7","u","87-.082-.006-.","Cerambycidae","Saperda","punctata","Saperda punctata",1,"Upper","Ulmus"
"30",2017,7,6,21,6,"6","u","30-.005-.009-.","Dasytidae","Dasytes","aeratus","Dasytes aeratus",1,"Upper","Ulmus"
"30",2017,26,4,10,5,"3","o","62-.028-.002-.","Coccinellidae","Harmonia","axyridis","Harmonia axyridis",1,"Upper","Ulmus"
"30",2017,10,5,23,5,"4","o","50-.008d.010-.","Nitidulidae","Brassicogethes","aeneus","Brassicogethes aeneus",1,"Upper","Ulmus"
"30",2017,23,5,7,6,"5","o","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",1,"Upper","Ulmus"
"30",2017,26,4,10,5,"3","u","62-.028-.002-.","Coccinellidae","Harmonia","axyridis","Harmonia axyridis",6,"Upper","Ulmus"
"30",2017,19,7,2,8,"9","o","88-.049-.002-.","Chrysomelidae","Phyllotreta","vittula","Phyllotreta vittula",1,"Upper","Ulmus"
"30",2017,23,5,7,6,"5","o","29-.014-.002-.","Malachiidae","Axinotarsus","pulicarius","Axinotarsus pulicarius",1,"Upper","Ulmus"
"30",2017,23,5,7,6,"5","o","93-.103-.001-.","Curculionidae","Lignyodes","enucleator","Lignyodes enucleator",1,"Upper","Ulmus"
"30",2017,29,3,12,4,"1","u","62-.023-.002-.","Coccinellidae","Adalia","decempunctata","Adalia decempunctata",1,"Upper","Ulmus"
"30",2017,10,5,23,5,"4","u","23-.xxx-.xxx-.","Staphylinidae","Staphylinidae","spec.","Staphylinidae spec.",2,"Upper","Ulmus"
"30",2017,19,7,2,8,"9","u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",1,"Upper","Ulmus"
"30",2017,26,4,10,5,"3","u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",1,"Upper","Ulmus"
"30",2017,5,7,19,7,"8","u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",1,"Upper","Ulmus"
"30",2017,23,5,7,6,"5","o","62-.028-.002-.","Coccinellidae","Harmonia","axyridis","Harmonia axyridis",1,"Upper","Ulmus"
"30",2017,29,3,12,4,"1","o","62-.028-.002-.","Coccinellidae","Harmonia","axyridis","Harmonia axyridis",30,"Upper","Ulmus"
"30",2017,5,7,19,7,"8","o","62-.028-.002-.","Coccinellidae","Harmonia","axyridis","Harmonia axyridis",1,"Upper","Ulmus"
"30",2017,21,6,5,7,"7","u","93-.132-.001-.","Curculionidae","Gasterocercus","depressirostris","Gasterocercus depressirostris",1,"Upper","Ulmus"
"30",2017,29,3,12,4,"1","u","62-.031-.002-.","Coccinellidae","Calvia","quatuordecimguttata","Calvia quatuordecimguttata",2,"Upper","Ulmus"
"30",2017,26,4,10,5,"3","u","62-.031-.001-.","Coccinellidae","Calvia","decemguttata","Calvia decemguttata",1,"Upper","Ulmus"
"30",2017,26,4,10,5,"3","u","23-.xxx-.xxx-.","Staphylinidae","Omaliinae","spec.","Omaliinae spec.",2,"Upper","Ulmus"
"30",2017,21,6,5,7,"7","o","87-.078-.0011.","Cerambycidae","Leiopus","linnei","Leiopus linnei",1,"Upper","Ulmus"
"30",2017,5,7,19,7,"8","u","01-.079-.012-.","Carabidae","Dromius","quadrimaculatus","Dromius quadrimaculatus",1,"Upper","Ulmus"
"30",2017,5,7,19,7,"8","o","62-.028-.002-.","Coccinellidae","Harmonia","axyridis","Harmonia axyridis",1,"Upper","Ulmus"
"30",2017,21,6,5,7,"7","o","62-.035-.001-.","Coccinellidae","Halyzia","sedecimguttata","Halyzia sedecimguttata",1,"Upper","Ulmus"
"30",2017,5,7,19,7,"8","u","88-.017-.071-.","Chrysomelidae","Cryptocephalus","pusillus","Cryptocephalus pusillus",1,"Upper","Ulmus"
"30",2017,5,7,19,7,"8","u","91-.011-.002-.","Curculionidae","Hylesinus","toranio","Hylesinus toranio",1,"Upper","Ulmus"
"30",2017,5,7,19,7,"8","u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",5,"Upper","Ulmus"
"30",2017,29,3,12,4,"1","o","62-.031-.002-.","Coccinellidae","Calvia","quatuordecimguttata","Calvia quatuordecimguttata",2,"Upper","Ulmus"
"30",2017,29,3,12,4,"1","u","62-.028-.002-.","Coccinellidae","Harmonia","axyridis","Harmonia axyridis",1,"Upper","Ulmus"
"30",2017,29,3,12,4,"1","u","93-.106-.005-.","Curculionidae","Anthonomus","ulmi","Anthonomus ulmi",1,"Upper","Ulmus"
"31",2017,10,5,10,23,"4","u","83-.014-.001-.","Tenebrionidae","Bolitophagus","reticulatus","Bolitophagus reticulatus",2,"Understorey","Ground"
"31",2017,10,5,10,23,"4","u","531.011-.001-.","Silvanidae","Uleiota","planatus","Uleiota planatus",1,"Understorey","Ground"
"31",2017,24,5,7,6,"5","o","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",1,"Understorey","Ground"
"31",2017,10,5,10,23,"4","u","90-.012-.003-.","Anthribidae","Anthribus","nebulosus","Anthribus nebulosus",1,"Understorey","Ground"
"31",2017,24,5,7,6,"5","o","23-.xxx-.xxx-.","Staphylinidae","Staphylinidae","spec.","Staphylinidae spec.",1,"Understorey","Ground"
"31",2017,10,5,10,23,"4","u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",8,"Understorey","Ground"
"31",2017,10,5,10,23,"4","u","68-.005-.002-.","Ptinidae","Xestobium","rufovillosum","Xestobium rufovillosum",1,"Understorey","Ground"
"31",2017,10,5,10,23,"4","u","842.005-.001-.","Geotrupidae","Anoplotrupes","stercorosus","Anoplotrupes stercorosus",2,"Understorey","Ground"
"31",2017,24,5,7,6,"5","o","31-.007-.001-.","Cleridae","Thanasimus","formicarius","Thanasimus formicarius",1,"Understorey","Ground"
"31",2017,10,5,10,23,"4","u","55-.008-.042-.","Cryptophagidae","Cryptophagus","punctipennis","Cryptophagus punctipennis",6,"Understorey","Ground"
"31",2017,2,8,16,8,"10","o","27-.005-.002-.","Cantharidae","Rhagonycha","fulva","Rhagonycha fulva",3,"Understorey","Ground"
"31",2017,10,5,10,23,"4","u","69-.008-.017-.","Ptinidae","Ptinus","sexpunctatus","Ptinus sexpunctatus",1,"Understorey","Ground"
"31",2017,10,5,10,23,"4","o","27-.002-.008-.","Cantharidae","Cantharis","pellucida","Cantharis pellucida",1,"Understorey","Ground"
"31",2017,10,5,10,23,"4","u","65-.xxx-.xxx-.","Ciidae","Ciidae","spec.","Ciidae spec.",1,"Understorey","Ground"
"31",2017,10,5,10,23,"4","u","55-.014-.044-.","Cryptophagidae","Atomaria","puncticollis","Atomaria puncticollis",1,"Understorey","Ground"
"31",2017,10,5,10,23,"4","u","55-.008-.023-.","Cryptophagidae","Cryptophagus","labilis","Cryptophagus labilis",1,"Understorey","Ground"
"31",2017,10,5,10,23,"4","u","91-.037-.002-.","Curculionidae","Xylosandrus","germanus","Xylosandrus germanus",1,"Understorey","Ground"
"31",2017,2,8,16,8,"10","o","601.004-.001-.","Corylophidae","Sericoderus","lateralis","Sericoderus lateralis",2,"Understorey","Ground"
"31",2017,10,5,10,23,"4","u","31-.007-.001-.","Cleridae","Thanasimus","formicarius","Thanasimus formicarius",1,"Understorey","Ground"
"31",2017,10,5,10,23,"4","u","59-.004-.006-.","Mycetophagidae","Mycetophagus","atomarius","Mycetophagus atomarius",1,"Understorey","Ground"
"31",2017,26,4,10,5,"3","o","93-.103-.001-.","Curculionidae","Lignyodes","enucleator","Lignyodes enucleator",2,"Understorey","Ground"
"31",2017,2,8,16,8,"10","u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",8,"Understorey","Ground"
"31",2017,10,5,10,23,"4","u","83-.023-.001-.","Tenebrionidae","Corticeus","unicolor","Corticeus unicolor",6,"Understorey","Ground"
"31",2017,10,5,10,23,"4","u","01-.0631.003-.","Carabidae","Limodromus","assimilis","Limodromus assimilis",1,"Understorey","Ground"
"31",2017,10,5,10,23,"4","u","01-.051-.024-.","Carabidae","Pterostichus","oblongopunctatus","Pterostichus oblongopunctatus",1,"Understorey","Ground"
"31",2017,26,4,10,5,"3","o","925.042-.006-.","Apionidae","Oxystoma","pomonae","Oxystoma pomonae",1,"Understorey","Ground"
"31",2017,26,4,10,5,"3","o","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",1,"Understorey","Ground"
"31",2017,10,5,10,23,"4","u","34-.041-.002-.","Elateridae","Athous","vittatus","Athous vittatus",1,"Understorey","Ground"
"31",2017,10,5,10,23,"4","u","492.002-.005-.","Cerylonidae","Cerylon","deplanatum","Cerylon deplanatum",12,"Understorey","Ground"
"31",2017,7,6,21,6,"6","u","58-.003-.0081.","Latridiidae","Latridius","hirtus","Latridius hirtus",1,"Understorey","Ground"
"31",2017,7,6,21,6,"6","u","58-.003-.0081.","Latridiidae","Latridius","hirtus","Latridius hirtus",1,"Understorey","Ground"
"31",2017,26,4,10,5,"3","o","23-.xxx-.xxx-.","Staphylinidae","Staphylinidae","spec.","Staphylinidae spec.",2,"Understorey","Ground"
"31",2017,7,6,21,6,"6","u","58-.003-.0081.","Latridiidae","Latridius","hirtus","Latridius hirtus",1,"Understorey","Ground"
"31",2017,2,8,16,8,"10","u","91-.036-.005-.","Curculionidae","Xyleborus","monographus","Xyleborus monographus",1,"Understorey","Ground"
"31",2017,10,5,10,23,"4","u","91-.011-.003-.","Curculionidae","Hylesinus","varius","Hylesinus varius",1,"Understorey","Ground"
"31",2017,10,5,10,23,"4","o","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",2,"Understorey","Ground"
"31",2017,7,6,21,6,"6","u","58-.004-.009-.","Latridiidae","Enicmus","brevicornis","Enicmus brevicornis",1,"Understorey","Ground"
"31",2017,10,5,10,23,"4","u","50-.020-.001-.","Nitidulidae","Cryptarcha","strigata","Cryptarcha strigata",1,"Understorey","Ground"
"31",2017,7,6,21,6,"6","u","58-.004-.009-.","Latridiidae","Enicmus","brevicornis","Enicmus brevicornis",1,"Understorey","Ground"
"31",2017,30,8,13,9,"12","u","55-.008-.023-.","Cryptophagidae","Cryptophagus","labilis","Cryptophagus labilis",1,"Understorey","Ground"
"31",2017,30,8,13,9,"12","u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Cryptophagus quadridentatus",1,"Understorey","Ground"
"31",2017,10,5,10,23,"4","u","50-.009-.001-.","Nitidulidae","Epuraea","melanocephala","Epuraea melanocephala",1,"Understorey","Ground"
"31",2017,10,5,10,23,"4","u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",1,"Understorey","Ground"
"31",2017,10,5,10,23,"4","u","58-.004-.010-.","Latridiidae","Enicmus","fungicola","Enicmus fungicola",5,"Understorey","Ground"
"31",2017,2,8,16,8,"10","u","77-.001-.001-.","Ripiphoridae","Pelecotoma","fennica","Pelecotoma fennica",1,"Understorey","Ground"
"31",2017,2,8,16,8,"10","u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",14,"Understorey","Ground"
"31",2017,24,5,7,6,"5","u","65-.xxx-.xxx-.","Ciidae","Ciidae","spec.","Ciidae spec.",1,"Understorey","Ground"
"31",2017,10,5,10,23,"4","u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Cryptophagus quadridentatus",18,"Understorey","Ground"
"31",2017,7,6,21,6,"6","u","58-.004-.009-.","Latridiidae","Enicmus","brevicornis","Enicmus brevicornis",1,"Understorey","Ground"
"31",2017,24,5,7,6,"5","u","91-.037-.002-.","Curculionidae","Xylosandrus","germanus","Xylosandrus germanus",1,"Understorey","Ground"
"31",2017,7,6,21,6,"6","u","58-.004-.009-.","Latridiidae","Enicmus","brevicornis","Enicmus brevicornis",1,"Understorey","Ground"
"31",2017,10,5,10,23,"4","u","70-.007-.001-.","Oedemeridae","Ischnomera","sanguinicollis","Ischnomera sanguinicollis",1,"Understorey","Ground"
"31",2017,10,5,10,23,"4","u","61-.003-.002-.","Endomychidae","Symbiotes","gibberosus","Symbiotes gibberosus",2,"Understorey","Ground"
"31",2017,10,5,10,23,"4","u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",115,"Understorey","Ground"
"31",2017,24,5,7,6,"5","o","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",1,"Understorey","Ground"
"31",2017,24,5,7,6,"5","o","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",2,"Understorey","Ground"
"31",2017,24,5,7,6,"5","o","37-.002-.001-.","Throscidae","Aulonothroscus","brevicollis","Aulonothroscus brevicollis",1,"Understorey","Ground"
"31",2017,24,5,7,6,"5","o","61-.003-.002-.","Endomychidae","Symbiotes","gibberosus","Symbiotes gibberosus",1,"Understorey","Ground"
"31",2017,24,5,7,6,"5","o","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",4,"Understorey","Ground"
"31",2017,10,5,10,23,"4","u","68-.014-.001-.","Ptinidae","Ptilinus","pectinicornis","Ptilinus pectinicornis",1,"Understorey","Ground"
"31",2017,10,5,10,23,"4","u","52-.001-.006-.","Monotomidae","Rhizophagus","perforatus","Rhizophagus perforatus",2,"Understorey","Ground"
"31",2017,24,5,7,6,"5","u","91-.037-.002-.","Curculionidae","Xylosandrus","germanus","Xylosandrus germanus",5,"Understorey","Ground"
"31",2017,10,5,10,23,"4","u","34-.041-.002-.","Elateridae","Athous","vittatus","Athous vittatus",1,"Understorey","Ground"
"31",2017,30,8,13,9,"12","o","55-.008-.042-.","Cryptophagidae","Cryptophagus","punctipennis","Cryptophagus punctipennis",1,"Understorey","Ground"
"31",2017,30,8,13,9,"12","u","50-.009-.007-.","Nitidulidae","Epuraea","pallescens","Epuraea pallescens",1,"Understorey","Ground"
"31",2017,30,8,13,9,"12","u","55-.008-.042-.","Cryptophagidae","Cryptophagus","punctipennis","Cryptophagus punctipennis",1,"Understorey","Ground"
"31",2017,24,5,7,6,"5","u","60-.018-.002-.","Zopheridae","Colydium","filiforme","Colydium filiforme",1,"Understorey","Ground"
"31",2017,10,5,10,23,"4","u","91-.037-.002-.","Curculionidae","Xylosandrus","germanus","Xylosandrus germanus",25,"Understorey","Ground"
"31",2017,10,5,10,23,"4","u","91-.0362.001-.","Curculionidae","Anisandrus","dispar","Anisandrus dispar",16,"Understorey","Ground"
"31",2017,10,5,10,23,"4","u","711.005-.001-.","Salpingidae","Vincenzellus","ruficollis","Vincenzellus ruficollis",1,"Understorey","Ground"
"31",2017,24,5,7,6,"5","o","58-.0061.002-.","Latridiidae","Stephostethus","angusticollis","Stephostethus angusticollis",1,"Understorey","Ground"
"31",2017,7,6,21,6,"6","u","58-.003-.0081.","Latridiidae","Latridius","hirtus","Latridius hirtus",1,"Understorey","Ground"
"31",2017,7,6,21,6,"6","u","58-.0061.006-.","Latridiidae","Stephostethus","alternans","Stephostethus alternans",1,"Understorey","Ground"
"31",2017,7,6,21,6,"6","u","58-.004-.009-.","Latridiidae","Enicmus","brevicornis","Enicmus brevicornis",1,"Understorey","Ground"
"31",2017,10,5,10,23,"4","o","88-.049-.002-.","Chrysomelidae","Phyllotreta","vittula","Phyllotreta vittula",5,"Understorey","Ground"
"31",2017,30,8,13,9,"12","u","55-.014-.016-.","Cryptophagidae","Atomaria","lewisi","Atomaria lewisi",1,"Understorey","Ground"
"31",2017,30,8,13,9,"12","u","21-.002-.003-.","Ptiliidae","Ptenidium","turgidum","Ptenidium turgidum",1,"Understorey","Ground"
"31",2017,24,5,7,6,"5","u","86-.002-.001-.","Lucanidae","Dorcus","parallelipipedus","Dorcus parallelipipedus",1,"Understorey","Ground"
"31",2017,24,5,7,6,"5","u","90-.010-.001-.","Anthribidae","Platystomos","albinus","Platystomos albinus",1,"Understorey","Ground"
"31",2017,7,6,21,6,"6","u","58-.004-.009-.","Latridiidae","Enicmus","brevicornis","Enicmus brevicornis",1,"Understorey","Ground"
"31",2017,24,5,7,6,"5","u","82-.008-.002-.","Tenebrionidae","Mycetochara","axillaris","Mycetochara axillaris",1,"Understorey","Ground"
"31",2017,7,6,21,6,"6","u","58-.003-.0081.","Latridiidae","Latridius","hirtus","Latridius hirtus",1,"Understorey","Ground"
"31",2017,7,6,21,6,"6","u","58-.003-.0081.","Latridiidae","Latridius","hirtus","Latridius hirtus",1,"Understorey","Ground"
"31",2017,24,5,7,6,"5","u","34-.033-.004-.","Elateridae","Denticollis","linearis","Denticollis linearis",1,"Understorey","Ground"
"31",2017,10,5,10,23,"4","u","55-.008-.020-.","Cryptophagidae","Cryptophagus","micaceus","Cryptophagus micaceus",1,"Understorey","Ground"
"31",2017,10,5,10,23,"4","u","52-.001-.009-.","Monotomidae","Rhizophagus","bipustulatus","Rhizophagus bipustulatus",1,"Understorey","Ground"
"31",2017,24,5,7,6,"5","u","91-.0362.001-.","Curculionidae","Anisandrus","dispar","Anisandrus dispar",1,"Understorey","Ground"
"31",2017,30,8,13,9,"12","u","55-.008-.023-.","Cryptophagidae","Cryptophagus","labilis","Cryptophagus labilis",1,"Understorey","Ground"
"31",2017,21,6,5,7,"7","u","58-.004-.009-.","Latridiidae","Enicmus","brevicornis","Enicmus brevicornis",1,"Understorey","Ground"
"31",2017,21,6,5,7,"7","u","58-.004-.012-.","Latridiidae","Enicmus","rugosus","Enicmus rugosus",1,"Understorey","Ground"
"31",2017,10,5,10,23,"4","u","47-.011-.001-.","Byrrhidae","Byrrhus","fasciatus","Byrrhus fasciatus",1,"Understorey","Ground"
"31",2017,24,5,7,6,"5","u","93-.077-.003-.","Curculionidae","Cossonus","linearis","Cossonus linearis",1,"Understorey","Ground"
"31",2017,24,5,7,6,"5","u","34-.0101.001-.","Elateridae","Ectinus","aterrimus","Ectinus aterrimus",1,"Understorey","Ground"
"31",2017,2,8,16,8,"10","u","31-.007-.001-.","Cleridae","Thanasimus","formicarius","Thanasimus formicarius",1,"Understorey","Ground"
"31",2017,2,8,16,8,"10","u","601.004-.001-.","Corylophidae","Sericoderus","lateralis","Sericoderus lateralis",2,"Understorey","Ground"
"31",2017,2,8,16,8,"10","u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",3,"Understorey","Ground"
"31",2017,5,7,19,7,"8","u","50-.008d.010-.","Nitidulidae","Brassicogethes","aeneus","Brassicogethes aeneus",6,"Understorey","Ground"
"31",2017,26,4,10,5,"3","o","23-.xxx-.xxx-.","Staphylinidae","Omaliinae","spec.","Omaliinae spec.",1,"Understorey","Ground"
"31",2017,24,5,7,6,"5","o","65-.006-.027-.","Ciidae","Cis","vestitus","Cis vestitus",1,"Understorey","Ground"
"31",2017,30,8,13,9,"12","u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Cryptophagus quadridentatus",1,"Understorey","Ground"
"31",2017,21,6,5,7,"7","u","34-.010-.002-.","Elateridae","Agriotes","pallidulus","Agriotes pallidulus",1,"Understorey","Ground"
"31",2017,10,5,10,23,"4","u","34-.0101.001-.","Elateridae","Ectinus","aterrimus","Ectinus aterrimus",2,"Understorey","Ground"
"31",2017,10,5,10,23,"4","o","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",1,"Understorey","Ground"
"31",2017,24,5,7,6,"5","u","58-.004-.014-.","Latridiidae","Enicmus","transversus","Enicmus transversus",2,"Understorey","Ground"
"31",2017,24,5,7,6,"5","u","492.002-.005-.","Cerylonidae","Cerylon","deplanatum","Cerylon deplanatum",3,"Understorey","Ground"
"31",2017,24,5,7,6,"5","u","601.004-.001-.","Corylophidae","Sericoderus","lateralis","Sericoderus lateralis",1,"Understorey","Ground"
"31",2017,29,3,26,4,"2","o","50-.020-.002-.","Nitidulidae","Cryptarcha","undata","Cryptarcha undata",1,"Understorey","Ground"
"31",2017,12,4,26,4,"2","u","50-.009-.001-.","Nitidulidae","Epuraea","melanocephala","Epuraea melanocephala",1,"Understorey","Ground"
"31",2017,12,4,26,4,"2","u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Cortinicara gibbosa",3,"Understorey","Ground"
"31",2017,2,8,16,8,"10","u","711.006-.003-.","Salpingidae","Salpingus","ruficollis","Salpingus ruficollis",1,"Understorey","Ground"
"31",2017,2,8,16,8,"10","u","91-.011-.001-.","Curculionidae","Hylesinus","crenatus","Hylesinus crenatus",1,"Understorey","Ground"
"31",2017,24,5,7,6,"5","u","88-.052-.007-.a","Chrysomelidae","Altica","oleracea oleracea","Altica oleracea oleracea",2,"Understorey","Ground"
"31",2017,24,5,7,6,"5","u","27-.002-.007-.","Cantharidae","Cantharis","rustica","Cantharis rustica",3,"Understorey","Ground"
"31",2017,30,8,13,9,"12","u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Cryptophagus quadridentatus",1,"Understorey","Ground"
"31",2017,21,6,5,7,"7","u","60-.003-.001-.","Zopheridae","Pycnomerus","terebrans","Pycnomerus terebrans",1,"Understorey","Ground"
"31",2017,21,6,5,7,"7","u","91-.036-.005-.","Curculionidae","Xyleborus","monographus","Xyleborus monographus",10,"Understorey","Ground"
"31",2017,21,6,5,7,"7","u","601.004-.001-.","Corylophidae","Sericoderus","lateralis","Sericoderus lateralis",9,"Understorey","Ground"
"31",2017,21,6,5,7,"7","u","74-.003-.002-.","Aderidae","Euglenes","oculatus","Euglenes oculatus",5,"Understorey","Ground"
"31",2017,21,6,5,7,"7","u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",27,"Understorey","Ground"
"31",2017,24,5,7,6,"5","u","55-.014-.046-.","Cryptophagidae","Atomaria","linearis","Atomaria linearis",2,"Understorey","Ground"
"31",2017,24,5,7,6,"5","u","23-.xxx-.xxx-.","Staphylinidae","Staphylininae","spec.","Staphylininae spec.",2,"Understorey","Ground"
"31",2017,24,5,7,6,"5","u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",2,"Understorey","Ground"
"31",2017,5,7,19,7,"8","u","601.004-.001-.","Corylophidae","Sericoderus","lateralis","Sericoderus lateralis",8,"Understorey","Ground"
"31",2017,30,8,13,9,"12","u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Cryptophagus quadridentatus",1,"Understorey","Ground"
"31",2017,30,8,13,9,"12","u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Cryptophagus quadridentatus",1,"Understorey","Ground"
"31",2017,30,8,13,9,"12","u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Cryptophagus quadridentatus",1,"Understorey","Ground"
"31",2017,21,6,5,7,"7","u","10-.020-.001-.","Histeridae","Paromalus","flavicornis","Paromalus flavicornis",1,"Understorey","Ground"
"31",2017,7,6,21,6,"6","u","91-.037-.002-.","Curculionidae","Xylosandrus","germanus","Xylosandrus germanus",8,"Understorey","Ground"
"31",2017,7,6,21,6,"6","u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",87,"Understorey","Ground"
"31",2017,7,6,21,6,"6","u","91-.036-.005-.","Curculionidae","Xyleborus","monographus","Xyleborus monographus",17,"Understorey","Ground"
"31",2017,24,5,7,6,"5","u","59-.004-.003-.","Mycetophagidae","Mycetophagus","piceus","Mycetophagus piceus",1,"Understorey","Ground"
"31",2017,21,6,5,7,"7","u","91-.038-.003-.","Curculionidae","Trypodendron","lineatum","Trypodendron lineatum",2,"Understorey","Ground"
"31",2017,21,6,5,7,"7","u","55-.014-.046-.","Cryptophagidae","Atomaria","linearis","Atomaria linearis",1,"Understorey","Ground"
"31",2017,10,5,10,23,"4","u","34-.033-.004-.","Elateridae","Denticollis","linearis","Denticollis linearis",2,"Understorey","Ground"
"31",2017,10,5,10,23,"4","u","34-.033-.004-.","Elateridae","Denticollis","linearis","Denticollis linearis",1,"Understorey","Ground"
"31",2017,24,5,7,6,"5","u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Xyleborinus saxesenii",33,"Understorey","Ground"
"31",2017,24,5,7,6,"5","u","54-.001-.001-.","Erotylidae","Tritoma","bipustulata","Tritoma bipustulata",1,"Understorey","Ground"
"31",2017,24,5,7,6,"5","u","91-.036-.005-.","Curculionidae","Xyleborus","monographus","Xyleborus monographus",9,"Understorey","Ground"
"31",2017,24,5,7,6,"5","u","83-.023-.001-.","Tenebrionidae","Corticeus","unicolor","Corticeus unicolor",4,"Understorey","Ground"
"31",2017,10,5,10,23,"4","u","10-.020-.001-.","Histeridae","Paromalus","flavicornis","Paromalus flavicornis",2,"Understorey","Ground"
"31",2017,10,5,10,23,"4","u","34-.009-.001-.","Elateridae","Dalopius","marginatus","Dalopius marginatus",2,"Understorey","Ground"
"31",2017,10,5,10,23,"4","o","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.","Aleocharinae spec.",2,"Understorey","Ground"
"31",2017,24,5,7,6,"5","u","58-.005-.0031.","Latridiidae","Cartodere","nodifer","Cartodere nodifer",1,"Understorey","Ground"
