"Trap","Year","Start.date","Start.month","End.date","End.month","Empty","o/u","FHL","Family","Genus","Art","Ref","Number","Stratum","TreeSp"
"36",2018,19,6,4,7,7,"u","50-.009-.001-.","Nitidulidae","Epuraea","melanocephala","Marsh., 1802",8,"Upper","Tilia"
"36",2018,19,6,4,7,7,"u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Herbst, 1793",1,"Upper","Tilia"
"36",2018,19,6,4,7,7,"u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Herbst, 1793",2,"Upper","Tilia"
"36",2018,19,6,4,7,7,"u","601.004-.001-.","Corylophidae","Sericoderus","lateralis","Gyll., 1827",1,"Upper","Tilia"
"36",2018,22,5,5,6,5,"u","62-.023-.002-.","Coccinellidae","Adalia","decempunctata","L., 1758",1,"Upper","Tilia"
"36",2018,5,6,19,6,6,"u","62-.023-.002-.","Coccinellidae","Adalia","decempunctata","L., 1758",1,"Upper","Tilia"
"36",2018,8,5,29,5,4,"u","50-.020-.002-.","Nitidulidae","Cryptarcha","undata","Olivier, 1790",2,"Upper","Tilia"
"36",2018,8,5,29,5,4,"u","58-.004-.009-.","Latridiidae","Enicmus","brevicornis","Mannerh., 1844",1,"Upper","Tilia"
"36",2018,22,5,5,6,5,"u","87-.081-.0071.","Cerambycidae","Agapanthia","intermedia Ganglb., 1884",NA,1,"Upper","Tilia"
"36",2018,22,5,5,6,5,"u","91-.028-.001-.","Curculionidae","Ernoporus","tiliae","Panzer, 1793",1,"Upper","Tilia"
"36",2018,22,5,5,6,5,"u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Ratz., 1837",12,"Upper","Tilia"
"36",2018,22,5,5,6,5,"o","87-.080-.002-.","Cerambycidae","Exocentrus","lusitanus","L., 1767",1,"Upper","Tilia"
"36",2018,22,5,5,6,5,"o","93-.078-.005-.","Curculionidae","Rhyncolus","punctatulus Boh., 1838",NA,1,"Upper","Tilia"
"36",2018,17,7,1,8,9,"u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Ratz., 1837",6,"Upper","Tilia"
"36",2018,24,4,8,5,3,"u","55-.014-.046-.","Cryptophagidae","Atomaria","linearis Steph., 1830",NA,1,"Upper","Tilia"
"36",2018,24,4,8,5,3,"u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Herbst, 1793",3,"Upper","Tilia"
"36",2018,8,5,29,5,4,"u","83-.023-.008-.","Tenebrionidae","Corticeus","fasciatus","F., 1790",1,"Upper","Tilia"
"36",2018,8,5,29,5,4,"u","87-.081-.0071.","Cerambycidae","Agapanthia","intermedia Ganglb., 1884",NA,2,"Upper","Tilia"
"36",2018,22,5,5,6,5,"u","55-.014-.046-.","Cryptophagidae","Atomaria","linearis Steph., 1830",NA,2,"Upper","Tilia"
"36",2018,22,5,5,6,5,"u","62-.028-.002-.","Coccinellidae","Harmonia","axyridis","Pallas, 1773",1,"Upper","Tilia"
"36",2018,8,5,29,5,4,"u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.",NA,2,"Upper","Tilia"
"36",2018,24,4,8,5,3,"o","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Ratz., 1837",1,"Upper","Tilia"
"36",2018,1,8,16,8,10,"u","59-.006-.001-.","Mycetophagidae","Berginus","tamarisci Woll., 1854",NA,1,"Upper","Tilia"
"36",2018,1,8,16,8,10,"u","62-.028-.002-.","Coccinellidae","Harmonia","axyridis","Pallas, 1773",1,"Upper","Tilia"
"36",2018,22,5,5,6,5,"u","93-.078-.005-.","Curculionidae","Rhyncolus","punctatulus Boh., 1838",NA,4,"Upper","Tilia"
"36",2018,17,7,1,8,9,"u","62-.028-.002-.","Coccinellidae","Harmonia","axyridis","Pallas, 1773",3,"Upper","Tilia"
"36",2018,24,4,8,5,3,"u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.",NA,3,"Upper","Tilia"
"36",2018,19,6,4,7,7,"u","50-.008d.010-.","Nitidulidae","Brassicogethes","aeneus","F., 1775",1,"Upper","Tilia"
"36",2018,4,7,17,7,8,"o","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Herbst, 1793",1,"Upper","Tilia"
"36",2018,4,7,17,7,8,"o","59-.006-.001-.","Mycetophagidae","Berginus","tamarisci Woll., 1854",NA,1,"Upper","Tilia"
"36",2018,11,4,24,4,2,"u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.",NA,1,"Upper","Tilia"
"36",2018,11,4,24,4,2,"u","50-.008d.010-.","Nitidulidae","Brassicogethes","aeneus","F., 1775",1,"Upper","Tilia"
"36",2018,11,4,24,4,2,"u","531.011-.001-.","Silvanidae","Uleiota","planatus","L., 1761",1,"Upper","Tilia"
"36",2018,22,5,5,6,5,"u","62-.031-.001-.","Coccinellidae","Calvia","decemguttata","L., 1767",3,"Upper","Tilia"
"36",2018,22,5,5,6,5,"u","68-.0011.001-.","Ptinidae","Ptinomorphus","imperialis","L., 1767",1,"Upper","Tilia"
"36",2018,5,6,19,6,6,"u","62-.027-.002-.","Coccinellidae","Oenopia","conglobata","L., 1758",1,"Upper","Tilia"
"36",2018,5,6,19,6,6,"u","62-.031-.001-.","Coccinellidae","Calvia","decemguttata","L., 1767",2,"Upper","Tilia"
"36",2018,1,8,16,8,10,"u","62-.028-.002-.","Coccinellidae","Harmonia","axyridis","Pallas, 1773",7,"Upper","Tilia"
"36",2018,5,6,19,6,6,"u","85-.030-.001-.","Scarabaeidae","Amphimallon","solstitiale","L., 1758",1,"Upper","Tilia"
"36",2018,19,6,4,7,7,"o","","","kein Glas","",NA,0,"Upper","Tilia"
"36",2018,24,4,8,5,3,"u","30-.005-.009-.","Dasytidae","Dasytes","aeratus Steph., 1830",NA,2,"Upper","Tilia"
"36",2018,24,4,8,5,3,"u","321.001-.001-.","Trogossitidae","Nemozoma","elongatum","L., 1761",1,"Upper","Tilia"
"36",2018,27,3,11,4,1,"o","30-.002-.001-.","Dasytidae","Aplocnemus","impressus","Marsh., 1802",1,"Upper","Tilia"
"36",2018,4,7,17,7,8,"o","62-.023-.002-.","Coccinellidae","Adalia","decempunctata","L., 1758",2,"Upper","Tilia"
"36",2018,19,6,4,7,7,"u","601.008-.003-.","Corylophidae","Orthoperus","atomus","Gyll., 1808",2,"Upper","Tilia"
"36",2018,19,6,4,7,7,"u","93-.163-.023-.","Curculionidae","Ceutorhynchus","pallidactylus","Marsh., 1802",1,"Upper","Tilia"
"36",2018,27,3,11,4,1,"u","52-.001-.009-.","Monotomidae","Rhizophagus","bipustulatus","F., 1792",2,"Upper","Tilia"
"36",2018,8,5,29,5,4,"o","62-.031-.002-.","Coccinellidae","Calvia","quatuordecimguttata","L., 1758",1,"Upper","Tilia"
"36",2018,1,8,16,8,10,"u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Herbst, 1793",2,"Upper","Tilia"
"36",2018,17,7,1,8,9,"o","62-.028-.002-.","Coccinellidae","Harmonia","axyridis","Pallas, 1773",6,"Upper","Tilia"
"36",2018,5,6,19,6,6,"u","73-.004-.009-.","Scraptiidae","Anaspis","frontalis","L., 1758",1,"Upper","Tilia"
"36",2018,17,7,1,8,9,"o","88-.049-.002-.","Chrysomelidae","Phyllotreta","vittula","L. Redt., 1849",2,"Upper","Tilia"
"36",2018,27,3,11,4,1,"u","23-.xxx-.xxx-.","Staphylinidae","Tachyporinae","spec.",NA,1,"Upper","Tilia"
"36",2018,19,6,4,7,7,"u","23-.xxx-.xxx-.","Staphylinidae","Tachyporinae","spec.",NA,1,"Upper","Tilia"
"36",2018,19,6,4,7,7,"u","30-.005-.008-.","Dasytidae","Dasytes","plumbeus (O. Müller, 1776)",NA,2,"Upper","Tilia"
"36",2018,17,7,1,8,9,"u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Herbst, 1793",3,"Upper","Tilia"
"36",2018,22,5,5,6,5,"u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Herbst, 1793",3,"Upper","Tilia"
"36",2018,22,5,5,6,5,"u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.",NA,3,"Upper","Tilia"
"36",2018,22,5,5,6,5,"u","321.001-.001-.","Trogossitidae","Nemozoma","elongatum","L., 1761",3,"Upper","Tilia"
"36",2018,22,5,5,6,5,"u","561.002-.001-.","Laemophloeidae","Placonotus","testaceus","F., 1787",1,"Upper","Tilia"
"36",2018,16,8,29,8,11,"o","88-.051-.xxx-.","Chrysomelidae","Longitarsus","spec. 2",NA,1,"Upper","Tilia"
"36",2018,11,4,24,4,2,"u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Ratz., 1837",3,"Upper","Tilia"
"36",2018,22,5,5,6,5,"u","87-.060-.001-.","Cerambycidae","Plagionotus","detritus","L., 1758",1,"Upper","Tilia"
"36",2018,17,7,1,8,9,"o","87-.080-.002-.","Cerambycidae","Exocentrus","lusitanus","L., 1767",3,"Upper","Tilia"
"36",2018,4,7,17,7,8,"u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.",NA,1,"Upper","Tilia"
"36",2018,11,4,24,4,2,"u","91-.011-.003-.","Curculionidae","Hylesinus","varius","F., 1775",5,"Upper","Tilia"
"36",2018,27,3,11,4,1,"u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.",NA,7,"Upper","Tilia"
"36",2018,17,7,1,8,9,"u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.",NA,1,"Upper","Tilia"
"36",2018,16,8,29,8,11,"o","87-.080-.002-.","Cerambycidae","Exocentrus","lusitanus","L., 1767",1,"Upper","Tilia"
"36",2018,27,3,11,4,1,"u","50-.008d.010-.","Nitidulidae","Brassicogethes","aeneus","F., 1775",2,"Upper","Tilia"
"36",2018,1,8,16,8,10,"u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.",NA,1,"Upper","Tilia"
"36",2018,4,7,17,7,8,"o","88-.049-.002-.","Chrysomelidae","Phyllotreta","vittula","L. Redt., 1849",4,"Upper","Tilia"
"36",2018,17,7,1,8,9,"o","62-.023-.002-.","Coccinellidae","Adalia","decempunctata","L., 1758",1,"Upper","Tilia"
"36",2018,1,8,16,8,10,"o","62-.027-.002-.","Coccinellidae","Oenopia","conglobata","L., 1758",1,"Upper","Tilia"
"36",2018,17,7,1,8,9,"o","62-.027-.002-.","Coccinellidae","Oenopia","conglobata","L., 1758",1,"Upper","Tilia"
"36",2018,24,4,8,5,3,"u","87-.081-.0071.","Cerambycidae","Agapanthia","intermedia Ganglb., 1884",NA,1,"Upper","Tilia"
"36",2018,17,7,1,8,9,"o","59-.006-.001-.","Mycetophagidae","Berginus","tamarisci Woll., 1854",NA,1,"Upper","Tilia"
"36",2018,27,3,11,4,1,"u","50-.009-.005-.","Nitidulidae","Epuraea","neglecta","Heer, 1841",1,"Upper","Tilia"
"36",2018,22,5,5,6,5,"u","45-.006-.001-.","Dermestidae","Megatoma","undata","L., 1758",1,"Upper","Tilia"
"37",2018,5,6,19,6,6,"o","","","kein Glas","",NA,0,"Lower","Fraxinus"
"37",2018,19,6,4,7,7,"u","93-.103-.001-.","Curculionidae","Lignyodes","enucleator","Panzer, 1798",1,"Lower","Fraxinus"
"37",2018,5,6,19,6,6,"u","01-.079-.012-.","Carabidae","Dromius","quadrimaculatus","L., 1758",2,"Lower","Fraxinus"
"37",2018,8,5,29,5,4,"o","68-.016-.005-.","Ptinidae","Xyletinus","ater","Creutzer, 1796",1,"Lower","Fraxinus"
"37",2018,8,5,29,5,4,"o","70-.006-.001-.","Oedemeridae","Chrysanthia","viridissima","L., 1758",1,"Lower","Fraxinus"
"37",2018,8,5,29,5,4,"u","30-.005-.009-.","Dasytidae","Dasytes","aeratus Steph., 1830",NA,1,"Lower","Fraxinus"
"37",2018,5,6,19,6,6,"u","50-.008d.010-.","Nitidulidae","Brassicogethes","aeneus","F., 1775",5,"Lower","Fraxinus"
"37",2018,22,5,5,6,5,"o","70-.006-.001-.","Oedemeridae","Chrysanthia","viridissima","L., 1758",1,"Lower","Fraxinus"
"37",2018,8,5,29,5,4,"o","73-.004-.009-.","Scraptiidae","Anaspis","frontalis","L., 1758",2,"Lower","Fraxinus"
"37",2018,8,5,29,5,4,"u","27-.002-.008-.","Cantharidae","Cantharis","pellucida F., 1792",NA,2,"Lower","Fraxinus"
"37",2018,19,6,4,7,7,"u","50-.009-.001-.","Nitidulidae","Epuraea","melanocephala","Marsh., 1802",2,"Lower","Fraxinus"
"37",2018,19,6,4,7,7,"u","58-.004-.009-.","Latridiidae","Enicmus","brevicornis","Mannerh., 1844",1,"Lower","Fraxinus"
"37",2018,8,5,29,5,4,"u","34-.041-.002-.","Elateridae","Athous","vittatus","F., 1792",1,"Lower","Fraxinus"
"37",2018,8,5,29,5,4,"o","62-.031-.001-.","Coccinellidae","Calvia","decemguttata","L., 1767",1,"Lower","Fraxinus"
"37",2018,5,6,19,6,6,"u","27-.002-.008-.","Cantharidae","Cantharis","pellucida F., 1792",NA,1,"Lower","Fraxinus"
"37",2018,19,6,4,7,7,"u","91-.001-.007-.","Curculionidae","Scolytus","laevis Chapuis, 1869",NA,1,"Lower","Fraxinus"
"37",2018,19,6,4,7,7,"u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Herbst, 1793",3,"Lower","Fraxinus"
"37",2018,8,5,29,5,4,"u","45-.005-.001-.","Dermestidae","Globicornis","nigripes","F., 1792",1,"Lower","Fraxinus"
"37",2018,19,6,4,7,7,"u","93-.125-.022-.","Curculionidae","Hypera","plantaginis","DeGeer, 1775",1,"Lower","Fraxinus"
"37",2018,8,5,29,5,4,"u","45-.005-.001-.","Dermestidae","Globicornis","nigripes","F., 1792",2,"Lower","Fraxinus"
"37",2018,4,7,17,7,8,"u","91-.011-.002-.","Curculionidae","Hylesinus","toranio","D'Anthoine, 1788",1,"Lower","Fraxinus"
"37",2018,19,6,4,7,7,"u","61-.003-.002-.","Endomychidae","Symbiotes","gibberosus","Lucas, 1846",2,"Lower","Fraxinus"
"37",2018,8,5,29,5,4,"u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Herbst, 1793",5,"Lower","Fraxinus"
"37",2018,8,5,29,5,4,"o","27-.002-.025-.","Cantharidae","Cantharis","decipiens Baudi, 1872",NA,1,"Lower","Fraxinus"
"37",2018,8,5,29,5,4,"o","30-.005-.009-.","Dasytidae","Dasytes","aeratus Steph., 1830",NA,1,"Lower","Fraxinus"
"37",2018,4,7,17,7,8,"u","93-.103-.001-.","Curculionidae","Lignyodes","enucleator","Panzer, 1798",1,"Lower","Fraxinus"
"37",2018,24,4,8,5,3,"u","86-.003-.002-.","Lucanidae","Platycerus","caraboides","L., 1758",1,"Lower","Fraxinus"
"37",2018,8,5,29,5,4,"o","87-.078-.0011.","Cerambycidae","Leiopus","linnei Wall.Ny.K., 2009",NA,1,"Lower","Fraxinus"
"37",2018,8,5,29,5,4,"o","93-.103-.001-.","Curculionidae","Lignyodes","enucleator","Panzer, 1798",12,"Lower","Fraxinus"
"37",2018,24,4,8,5,3,"u","85-.048-.001-.","Scarabaeidae","Valgus","hemipterus","L., 1758",2,"Lower","Fraxinus"
"37",2018,29,8,11,9,12,"u","88-.051-.xxx-.","Chrysomelidae","Longitarsus","spec. 3",NA,1,"Lower","Fraxinus"
"37",2018,8,5,29,5,4,"u","87-.023-.002-.","Cerambycidae","Grammoptera","ruficornis","F., 1781",1,"Lower","Fraxinus"
"37",2018,5,6,19,6,6,"u","55-.014-.016-.","Cryptophagidae","Atomaria","lewisi Rtt., 1877",NA,1,"Lower","Fraxinus"
"37",2018,24,4,8,5,3,"u","91-.011-.003-.","Curculionidae","Hylesinus","varius","F., 1775",1,"Lower","Fraxinus"
"37",2018,8,5,29,5,4,"o","27-.002-.008-.","Cantharidae","Cantharis","pellucida F., 1792",NA,2,"Lower","Fraxinus"
"37",2018,11,9,26,9,13,"u","34-.0011.001-.","Elateridae","Brachygonus","megerlei","Lacord., 1835",1,"Lower","Fraxinus"
"37",2018,8,5,29,5,4,"u","50-.020-.002-.","Nitidulidae","Cryptarcha","undata","Olivier, 1790",10,"Lower","Fraxinus"
"37",2018,8,5,29,5,4,"u","59-.003-.001-.","Mycetophagidae","Litargus","connexus","Geoffr., 1785",3,"Lower","Fraxinus"
"37",2018,8,5,29,5,4,"u","60-.018-.002-.","Zopheridae","Colydium","filiforme F., 1792",NA,1,"Lower","Fraxinus"
"37",2018,8,5,29,5,4,"u","61-.003-.002-.","Endomychidae","Symbiotes","gibberosus","Lucas, 1846",2,"Lower","Fraxinus"
"37",2018,24,4,8,5,3,"u","87-.023-.002-.","Cerambycidae","Grammoptera","ruficornis","F., 1781",2,"Lower","Fraxinus"
"37",2018,24,4,8,5,3,"u","89-.004-.010-.","Chrysomelidae","Bruchidius","varius","Olivier, 1795",1,"Lower","Fraxinus"
"37",2018,8,5,29,5,4,"u","79-.012-.001-.","Mordellidae","Mordellochroa","abdominalis","F., 1775",1,"Lower","Fraxinus"
"37",2018,8,5,29,5,4,"u","87-.015-.001-.","Cerambycidae","Stenocorus","meridianus","L., 1758",1,"Lower","Fraxinus"
"37",2018,27,3,11,4,1,"u","91-.011-.003-.","Curculionidae","Hylesinus","varius","F., 1775",28,"Lower","Fraxinus"
"37",2018,4,7,17,7,8,"u","93-.103-.001-.","Curculionidae","Lignyodes","enucleator","Panzer, 1798",2,"Lower","Fraxinus"
"37",2018,5,6,19,6,6,"u","61-.003-.002-.","Endomychidae","Symbiotes","gibberosus","Lucas, 1846",1,"Lower","Fraxinus"
"37",2018,11,9,26,9,13,"u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.",NA,2,"Lower","Fraxinus"
"37",2018,8,5,29,5,4,"u","492.002-.005-.","Cerylonidae","Cerylon","deplanatum Gyll., 1827",NA,1,"Lower","Fraxinus"
"37",2018,19,6,4,7,7,"o","93-.103-.001-.","Curculionidae","Lignyodes","enucleator","Panzer, 1798",1,"Lower","Fraxinus"
"37",2018,19,6,4,7,7,"u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.",NA,1,"Lower","Fraxinus"
"37",2018,4,7,17,7,8,"o","88-.049-.002-.","Chrysomelidae","Phyllotreta","vittula","L. Redt., 1849",1,"Lower","Fraxinus"
"37",2018,4,7,17,7,8,"u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.",NA,3,"Lower","Fraxinus"
"37",2018,4,7,17,7,8,"u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Herbst, 1793",2,"Lower","Fraxinus"
"37",2018,19,6,4,7,7,"u","62-.025-.003-.","Coccinellidae","Coccinella","septempunctata L., 1758",NA,1,"Lower","Fraxinus"
"37",2018,19,6,4,7,7,"u","88-.076-.005-.","Chrysomelidae","Cassida","nebulosa L., 1758",NA,1,"Lower","Fraxinus"
"37",2018,27,3,11,4,1,"u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Herbst, 1793",1,"Lower","Fraxinus"
"37",2018,29,8,11,9,12,"u","87-.078-.0011.","Cerambycidae","Leiopus","linnei Wall.Ny.K., 2009",NA,1,"Lower","Fraxinus"
"37",2018,22,5,5,6,5,"u","86-.002-.001-.","Lucanidae","Dorcus","parallelipipedus","L., 1758",1,"Lower","Fraxinus"
"37",2018,8,5,29,5,4,"u","87-.023-.002-.","Cerambycidae","Grammoptera","ruficornis","F., 1781",1,"Lower","Fraxinus"
"37",2018,8,5,29,5,4,"u","492.002-.003-.","Cerylonidae","Cerylon","ferrugineum Steph., 1830",NA,1,"Lower","Fraxinus"
"37",2018,17,7,1,8,9,"u","61-.003-.002-.","Endomychidae","Symbiotes","gibberosus","Lucas, 1846",1,"Lower","Fraxinus"
"37",2018,17,7,1,8,9,"u","62-.031-.001-.","Coccinellidae","Calvia","decemguttata","L., 1767",1,"Lower","Fraxinus"
"37",2018,11,9,26,9,13,"u","55-.008-.023-.","Cryptophagidae","Cryptophagus","labilis Er., 1846",NA,1,"Lower","Fraxinus"
"37",2018,11,9,26,9,13,"u","91-.001-.014-.","Curculionidae","Scolytus","multistriatus","Marsh., 1802",1,"Lower","Fraxinus"
"37",2018,11,9,26,9,13,"u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Ratz., 1837",4,"Lower","Fraxinus"
"37",2018,24,4,8,5,3,"u","79-.012-.001-.","Mordellidae","Mordellochroa","abdominalis","F., 1775",1,"Lower","Fraxinus"
"37",2018,29,8,11,9,12,"u","601.004-.001-.","Corylophidae","Sericoderus","lateralis","Gyll., 1827",1,"Lower","Fraxinus"
"37",2018,29,8,11,9,12,"u","61-.003-.002-.","Endomychidae","Symbiotes","gibberosus","Lucas, 1846",2,"Lower","Fraxinus"
"37",2018,29,8,11,9,12,"u","62-.027-.002-.","Coccinellidae","Oenopia","conglobata","L., 1758",1,"Lower","Fraxinus"
"37",2018,22,5,5,6,5,"u","74-.003-.002-.","Aderidae","Euglenes","oculatus","Payk., 1798",1,"Lower","Fraxinus"
"37",2018,17,7,1,8,9,"u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.",NA,2,"Lower","Fraxinus"
"37",2018,27,3,11,4,1,"u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Ratz., 1837",1,"Lower","Fraxinus"
"37",2018,22,5,5,6,5,"o","73-.004-.009-.","Scraptiidae","Anaspis","frontalis","L., 1758",1,"Lower","Fraxinus"
"37",2018,22,5,5,6,5,"o","86-.002-.001-.","Lucanidae","Dorcus","parallelipipedus","L., 1758",1,"Lower","Fraxinus"
"37",2018,22,5,5,6,5,"o","93-.103-.001-.","Curculionidae","Lignyodes","enucleator","Panzer, 1798",1,"Lower","Fraxinus"
"37",2018,22,5,5,6,5,"u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.",NA,1,"Lower","Fraxinus"
"37",2018,8,5,29,5,4,"u","52-.001-.009-.","Monotomidae","Rhizophagus","bipustulatus","F., 1792",1,"Lower","Fraxinus"
"37",2018,22,5,5,6,5,"u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Herbst, 1793",1,"Lower","Fraxinus"
"37",2018,22,5,5,6,5,"u","61-.003-.002-.","Endomychidae","Symbiotes","gibberosus","Lucas, 1846",1,"Lower","Fraxinus"
"37",2018,8,5,29,5,4,"u","70-.006-.001-.","Oedemeridae","Chrysanthia","viridissima","L., 1758",1,"Lower","Fraxinus"
"37",2018,8,5,29,5,4,"u","73-.004-.010-.","Scraptiidae","Anaspis","maculata","Geoffr., 1785",1,"Lower","Fraxinus"
"37",2018,22,5,5,6,5,"u","73-.004-.009-.","Scraptiidae","Anaspis","frontalis","L., 1758",1,"Lower","Fraxinus"
"37",2018,1,8,16,8,10,"u","88-.049-.002-.","Chrysomelidae","Phyllotreta","vittula","L. Redt., 1849",1,"Lower","Fraxinus"
"37",2018,11,4,24,4,2,"u","91-.011-.003-.","Curculionidae","Hylesinus","varius","F., 1775",20,"Lower","Fraxinus"
"37",2018,11,4,24,4,2,"u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Ratz., 1837",1,"Lower","Fraxinus"
"37",2018,8,5,29,5,4,"u","91-.011-.003-.","Curculionidae","Hylesinus","varius","F., 1775",3,"Lower","Fraxinus"
"37",2018,8,5,29,5,4,"u","91-.036-.005-.","Curculionidae","Xyleborus","monographus","F., 1792",2,"Lower","Fraxinus"
"37",2018,8,5,29,5,4,"u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Ratz., 1837",42,"Lower","Fraxinus"
"37",2018,8,5,29,5,4,"u","93-.103-.001-.","Curculionidae","Lignyodes","enucleator","Panzer, 1798",1,"Lower","Fraxinus"
"37",2018,17,7,1,8,9,"u","","","kein Glas","",NA,0,"Lower","Fraxinus"
"37",2018,19,6,4,7,7,"u","34-.016-.002-.","Elateridae","Melanotus","villosus","Geoffr., 1785",1,"Lower","Fraxinus"
"37",2018,27,3,11,4,1,"o","50-.008d.010-.","Nitidulidae","Brassicogethes","aeneus","F., 1775",1,"Lower","Fraxinus"
"37",2018,27,3,11,4,1,"u","23-.xxx-.xxx-.","Staphylinidae","Omaliinae","spec.",NA,1,"Lower","Fraxinus"
"37",2018,4,7,17,7,8,"u","70-.004-.0021.","Oedemeridae","Nacerdes","carniolica","Gistel, 1834",1,"Lower","Fraxinus"
"37",2018,4,7,17,7,8,"u","88-.017-.071-.","Chrysomelidae","Cryptocephalus","pusillus F., 1777",NA,1,"Lower","Fraxinus"
"37",2018,11,4,24,4,2,"u","55-.008-.027-.","Cryptophagidae","Cryptophagus","quadridentatus","Mannerh., 1843",1,"Lower","Fraxinus"
"37",2018,1,8,16,8,10,"o","","","kein Glas","",NA,0,"Lower","Fraxinus"
"37",2018,1,8,16,8,10,"u","62-.028-.002-.","Coccinellidae","Harmonia","axyridis","Pallas, 1773",1,"Lower","Fraxinus"
"37",2018,22,5,5,6,5,"u","91-.011-.003-.","Curculionidae","Hylesinus","varius","F., 1775",3,"Lower","Fraxinus"
"37",2018,22,5,5,6,5,"u","91-.0363.001-.","Curculionidae","Xyleborinus","saxesenii","Ratz., 1837",3,"Lower","Fraxinus"
"37",2018,17,7,1,8,9,"u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Herbst, 1793",1,"Lower","Fraxinus"
"37",2018,24,4,8,5,3,"o","","","kein Glas","",NA,0,"Lower","Fraxinus"
"37",2018,5,6,19,6,6,"u","91-.011-.002-.","Curculionidae","Hylesinus","toranio","D'Anthoine, 1788",2,"Lower","Fraxinus"
"37",2018,24,4,8,5,3,"u","50-.009-.005-.","Nitidulidae","Epuraea","neglecta","Heer, 1841",1,"Lower","Fraxinus"
"37",2018,24,4,8,5,3,"u","58-.0081.001-.","Latridiidae","Cortinicara","gibbosa","Herbst, 1793",2,"Lower","Fraxinus"
"37",2018,24,4,8,5,3,"u","62-.031-.001-.","Coccinellidae","Calvia","decemguttata","L., 1767",2,"Lower","Fraxinus"
"37",2018,22,5,5,6,5,"u","62-.031-.001-.","Coccinellidae","Calvia","decemguttata","L., 1767",3,"Lower","Fraxinus"
"37",2018,22,5,5,6,5,"u","65-.006-.028-.","Ciidae","Cis","festivus","Panzer, 1793",1,"Lower","Fraxinus"
"37",2018,27,3,11,4,1,"u","23-.xxx-.xxx-.","Staphylinidae","Aleocharinae","spec.",NA,2,"Lower","Fraxinus"
"37",2018,16,8,29,8,11,"u","58-.004-.009-.","Latridiidae","Enicmus","brevicornis","Mannerh., 1844",1,"Lower","Fraxinus"
"37",2018,5,6,19,6,6,"u","711.001-.001-.","Salpingidae","Lissodema","cursor","Gyll., 1813",1,"Lower","Fraxinus"
"37",2018,17,7,1,8,9,"o","88-.049-.002-.","Chrysomelidae","Phyllotreta","vittula","L. Redt., 1849",1,"Lower","Fraxinus"
"37",2018,11,4,24,4,2,"u","93-.103-.001-.","Curculionidae","Lignyodes","enucleator","Panzer, 1798",1,"Lower","Fraxinus"
"37",2018,22,5,5,6,5,"u","93-.078-.005-.","Curculionidae","Rhyncolus","punctatulus Boh., 1838",NA,4,"Lower","Fraxinus"
"37",2018,22,5,5,6,5,"u","492.002-.003-.","Cerylonidae","Cerylon","ferrugineum Steph., 1830",NA,1,"Lower","Fraxinus"
"37",2018,5,6,19,6,6,"u","93-.103-.001-.","Curculionidae","Lignyodes","enucleator","Panzer, 1798",3,"Lower","Fraxinus"
"37",2018,22,5,5,6,5,"u","34-.041-.002-.","Elateridae","Athous","vittatus","F., 1792",1,"Lower","Fraxinus"
"37",2018,22,5,5,6,5,"u","45-.005-.001-.","Dermestidae","Globicornis","nigripes","F., 1792",1,"Lower","Fraxinus"
